project	sample	experiment	run	reads_downloaded	paired_end	sra_misreported_paired_end	mapped_read_count	tissue	sharq_beta_cell_type	avg_read_length	characteristics	dataset
SRP044668	SRS663166	SRX658007	SRR1521380	22508513	FALSE	FALSE	22111407	brain	esc	101	tissue type: glioma - non-enhancing FLAIR+ sample	SRP044668_brain
SRP044668	SRS663167	SRX658008	SRR1521381	21539358	FALSE	FALSE	21333923	brain	esc	101	tissue type: glioma - non-enhancing FLAIR+ sample	SRP044668_brain
SRP044668	SRS663168	SRX658009	SRR1521382	24525339	FALSE	FALSE	24195315	brain	esc	101	tissue type: glioma - non-enhancing FLAIR+ sample	SRP044668_brain
SRP044668	SRS663169	SRX658010	SRR1521383	17706548	FALSE	FALSE	17461987	brain	esc	101	tissue type: glioma - non-enhancing FLAIR+ sample	SRP044668_brain
SRP044668	SRS663170	SRX658011	SRR1521384	21531913	FALSE	FALSE	21332979	brain	esc	101	tissue type: glioma - non-enhancing FLAIR+ sample	SRP044668_brain
SRP044668	SRS663171	SRX658012	SRR1521385	28176679	FALSE	FALSE	27425535	brain	esc	101	tissue type: glioma - non-enhancing FLAIR+ sample	SRP044668_brain
SRP044668	SRS663172	SRX658014	SRR1521387	32530691	FALSE	FALSE	29729090	brain	esc	101	tissue type: glioma - non-enhancing FLAIR+ sample	SRP044668_brain
SRP044668	SRS663173	SRX658013	SRR1521386	34124029	FALSE	FALSE	31382115	brain	esc	101	tissue type: glioma - non-enhancing FLAIR+ sample	SRP044668_brain
SRP044668	SRS663174	SRX658015	SRR1521388	26533160	FALSE	FALSE	26348637	brain	esc	101	tissue type: glioma - contrast-enhancing sample	SRP044668_brain
SRP044668	SRS663175	SRX658016	SRR1521389	26863327	FALSE	FALSE	26314076	brain	esc	101	tissue type: glioma - contrast-enhancing sample	SRP044668_brain
SRP044668	SRS663176	SRX658017	SRR1521390	25787738	FALSE	FALSE	25621699	brain	esc	101	tissue type: glioma - contrast-enhancing sample	SRP044668_brain
SRP044668	SRS663177	SRX658018	SRR1521391	20843899	FALSE	FALSE	20330622	brain	esc	101	tissue type: glioma - contrast-enhancing sample	SRP044668_brain
SRP044668	SRS663178	SRX658019	SRR1521392	23725913	FALSE	FALSE	23505361	brain	esc	101	tissue type: glioma - contrast-enhancing sample	SRP044668_brain
SRP044668	SRS663179	SRX658020	SRR1521393	20963735	FALSE	FALSE	20719013	brain	esc	101	tissue type: glioma - contrast-enhancing sample	SRP044668_brain
SRP044668	SRS663180	SRX658021	SRR1521394	23917077	FALSE	FALSE	23730456	brain	esc	101	tissue type: glioma - contrast-enhancing sample	SRP044668_brain
SRP044668	SRS663181	SRX658022	SRR1521395	26146445	FALSE	FALSE	25913921	brain	esc	101	tissue type: glioma - contrast-enhancing sample	SRP044668_brain
SRP044668	SRS663182	SRX658023	SRR1521396	22626656	FALSE	FALSE	22396494	brain	esc	101	tissue type: glioma - contrast-enhancing sample	SRP044668_brain
SRP044668	SRS663183	SRX658024	SRR1521397	22820019	FALSE	FALSE	22611329	brain	esc	101	tissue type: glioma - contrast-enhancing sample	SRP044668_brain
SRP044668	SRS663184	SRX658025	SRR1521398	26703535	FALSE	FALSE	26479839	brain	esc	101	tissue type: glioma - contrast-enhancing sample	SRP044668_brain
SRP044668	SRS663185	SRX658026	SRR1521399	23455391	FALSE	FALSE	22888423	brain	esc	101	tissue type: glioma - contrast-enhancing sample	SRP044668_brain
SRP044668	SRS663186	SRX658027	SRR1521400	19180338	FALSE	FALSE	18579631	brain	esc	101	tissue type: glioma - contrast-enhancing sample	SRP044668_brain
SRP044668	SRS663187	SRX658028	SRR1521401	19553916	FALSE	FALSE	19150106	brain	esc	101	tissue type: glioma - contrast-enhancing sample	SRP044668_brain
SRP044668	SRS663188	SRX658030	SRR1521403	19149055	FALSE	FALSE	18972452	brain	esc	101	tissue type: glioma - contrast-enhancing sample	SRP044668_brain
SRP044668	SRS663189	SRX658029	SRR1521402	23984594	FALSE	FALSE	23774381	brain	esc	101	tissue type: glioma - contrast-enhancing sample	SRP044668_brain
SRP044668	SRS663190	SRX658032	SRR1521405	29305366	FALSE	FALSE	29196926	brain	esc	101	tissue type: glioma - contrast-enhancing sample	SRP044668_brain
SRP044668	SRS663191	SRX658033	SRR1521406	16362827	FALSE	FALSE	16316870	brain	esc	101	tissue type: glioma - contrast-enhancing sample	SRP044668_brain
SRP044668	SRS663192	SRX658031	SRR1521404	19456838	FALSE	FALSE	19330179	brain	esc	101	tissue type: glioma - contrast-enhancing sample	SRP044668_brain
SRP044668	SRS663193	SRX658035	SRR1521408	22725670	FALSE	FALSE	22308236	brain	esc	101	tissue type: glioma - contrast-enhancing sample	SRP044668_brain
SRP044668	SRS663194	SRX658034	SRR1521407	35895055	FALSE	FALSE	35084199	brain	esc	101	tissue type: glioma - contrast-enhancing sample	SRP044668_brain
SRP044668	SRS663195	SRX658036	SRR1521409	22172584	FALSE	FALSE	21928428	brain	esc	101	tissue type: glioma - contrast-enhancing sample	SRP044668_brain
SRP044668	SRS663196	SRX658037	SRR1521410	17575195	FALSE	FALSE	16862726	brain	esc	101	tissue type: glioma - contrast-enhancing sample	SRP044668_brain
SRP044668	SRS663197	SRX658038	SRR1521411	31258284	FALSE	FALSE	29564509	skin	bj	101	tissue type: glioma - contrast-enhancing sample	SRP044668_skin
SRP044668	SRS663198	SRX658039	SRR1521412	37550153	FALSE	FALSE	35915231	skin	bj	101	tissue type: glioma - contrast-enhancing sample	SRP044668_skin
SRP044668	SRS663199	SRX658041	SRR1521414	29204972	FALSE	FALSE	28339952	skin	bj	101	tissue type: glioma - contrast-enhancing sample	SRP044668_skin
SRP044668	SRS663200	SRX658040	SRR1521413	32350001	FALSE	FALSE	31449202	skin	bj	101	tissue type: glioma - contrast-enhancing sample	SRP044668_skin
SRP044668	SRS663201	SRX658042	SRR1521415	28108458	FALSE	FALSE	26804027	skin	bj	101	tissue type: glioma - contrast-enhancing sample	SRP044668_skin
SRP044668	SRS663202	SRX658043	SRR1521416	28078283	FALSE	FALSE	22830296	skin	bj	101	tissue type: glioma - contrast-enhancing sample	SRP044668_skin
SRP044668	SRS663203	SRX658044	SRR1521417	36867889	FALSE	FALSE	34343576	skin	bj	101	tissue type: glioma - contrast-enhancing sample	SRP044668_skin
SRP044668	SRS663204	SRX658045	SRR1521418	26482575	FALSE	FALSE	20452452	skin	bj	101	tissue type: glioma - contrast-enhancing sample	SRP044668_skin
SRP044668	SRS663205	SRX658046	SRR1521419	31104874	FALSE	FALSE	27394815	skin	bj	101	tissue type: glioma - contrast-enhancing sample	SRP044668_skin
SRP044668	SRS663206	SRX658047	SRR1521420	31237699	FALSE	FALSE	30432994	skin	bj	101	tissue type: glioma - contrast-enhancing sample	SRP044668_skin
SRP044668	SRS663207	SRX658048	SRR1521421	31517565	FALSE	FALSE	28313721	skin	bj	101	tissue type: glioma - contrast-enhancing sample	SRP044668_skin
SRP044668	SRS663208	SRX658049	SRR1521422	42314546	FALSE	FALSE	40185607	skin	bj	101	tissue type: glioma - contrast-enhancing sample	SRP044668_skin
SRP044668	SRS663209	SRX658051	SRR1521424	31609337	FALSE	FALSE	30742391	brain	esc	101	tissue type: glioma - contrast-enhancing sample	SRP044668_brain
SRP044668	SRS663210	SRX658050	SRR1521423	37448262	FALSE	FALSE	33500084	skin	bj	101	tissue type: glioma - contrast-enhancing sample	SRP044668_skin
SRP044668	SRS663211	SRX658053	SRR1521426	35007738	FALSE	FALSE	33212931	brain	esc	101	tissue type: glioma - contrast-enhancing sample	SRP044668_brain
SRP044668	SRS663212	SRX658054	SRR1521427	38028684	FALSE	FALSE	36533867	brain	bj	101	tissue type: non-neoplastic brain	SRP044668_brain
SRP044668	SRS663213	SRX658052	SRR1521425	36969629	FALSE	FALSE	34667701	brain	esc	101	tissue type: glioma - contrast-enhancing sample	SRP044668_brain
SRP044668	SRS663214	SRX658055	SRR1521428	39466734	FALSE	FALSE	37813196	brain	bj	101	tissue type: non-neoplastic brain	SRP044668_brain
SRP044668	SRS663215	SRX658057	SRR1521430	38991024	FALSE	FALSE	37296641	brain	bj	101	tissue type: non-neoplastic brain	SRP044668_brain
SRP044668	SRS663216	SRX658056	SRR1521429	36803499	FALSE	FALSE	34426136	brain	bj	101	tissue type: non-neoplastic brain	SRP044668_brain
SRP044668	SRS663217	SRX658059	SRR1521432	33861421	FALSE	FALSE	32393037	brain	bj	101	tissue type: non-neoplastic brain	SRP044668_brain
SRP044668	SRS663218	SRX658060	SRR1521433	36847570	FALSE	FALSE	35409827	brain	bj	101	tissue type: non-neoplastic brain	SRP044668_brain
SRP044668	SRS663218	SRX658060	SRR1521434	19696142	FALSE	FALSE	18910534	brain	bj	101	tissue type: non-neoplastic brain	SRP044668_brain
SRP044668	SRS663218	SRX658060	SRR1521435	17151428	FALSE	FALSE	16499233	brain	bj	101	tissue type: non-neoplastic brain	SRP044668_brain
SRP044668	SRS663219	SRX658061	SRR1521436	43516606	FALSE	FALSE	42155550	brain	bj	101	tissue type: non-neoplastic brain	SRP044668_brain
SRP044668	SRS663220	SRX658062	SRR1521437	25875640	FALSE	FALSE	24088720	brain	esc	101	tissue type: non-neoplastic brain	SRP044668_brain
SRP044668	SRS663221	SRX658058	SRR1521431	34898668	FALSE	FALSE	33154754	brain	bj	101	tissue type: non-neoplastic brain	SRP044668_brain
SRP044668	SRS663222	SRX658063	SRR1521438	29667106	FALSE	FALSE	29237420	brain	esc	101	tissue type: non-neoplastic brain	SRP044668_brain
SRP044668	SRS663223	SRX658064	SRR1521439	32075417	FALSE	FALSE	30827923	brain	esc	101	tissue type: non-neoplastic brain	SRP044668_brain
SRP044668	SRS663224	SRX658065	SRR1521440	35818664	FALSE	FALSE	35497075	brain	esc	101	tissue type: non-neoplastic brain	SRP044668_brain
SRP044668	SRS663225	SRX658066	SRR1521441	40516645	FALSE	FALSE	40077575	brain	esc	101	tissue type: non-neoplastic brain	SRP044668_brain
SRP044668	SRS663226	SRX658068	SRR1521443	31009275	FALSE	FALSE	30761815	brain	esc	101	tissue type: non-neoplastic brain	SRP044668_brain
SRP044668	SRS663227	SRX658067	SRR1521442	32528540	FALSE	FALSE	32311435	brain	esc	101	tissue type: non-neoplastic brain	SRP044668_brain
SRP044668	SRS663228	SRX658069	SRR1521444	31134563	FALSE	FALSE	30781614	brain	esc	101	tissue type: non-neoplastic brain	SRP044668_brain
SRP044668	SRS663229	SRX658070	SRR1521445	39505833	FALSE	FALSE	39208269	brain	esc	101	tissue type: non-neoplastic brain	SRP044668_brain
SRP012682	SRS389722	SRX222703	SRR660824	223816294	TRUE	FALSE	170790002	lung	NA	152	NA	SRP012682_lung
SRP012682	SRS1036203	SRX1152700	SRR2166176	194280472	TRUE	FALSE	191059974	brain	NA	500	NA	SRP012682_brain
SRP012682	SRS333474	SRX199032	SRR606939	170497100	TRUE	FALSE	159714774	heart	NA	136	NA	SRP012682_heart
SRP012682	SRS1036572	SRX1153642	SRR2167642	178483520	TRUE	FALSE	175652255	brain	NA	500	NA	SRP012682_brain
SRP012682	SRS1036030	SRX1152198	SRR2165473	175562198	TRUE	FALSE	172814541	skin	NA	500	NA	SRP012682_skin
SRP012682	SRS333424	SRX199539	SRR603858	156077078	TRUE	FALSE	145789671	lung	NA	136	NA	SRP012682_lung
SRP012682	SRS333243	SRX199573	SRR607445	145759315	TRUE	FALSE	131950457	brain	NA	136	NA	SRP012682_brain
SRP012682	SRS389888	SRX223226	SRR661651	146470196	TRUE	FALSE	138197823	adipose_tissue	NA	152	NA	SRP012682_adipose_tissue
SRP012682	SRS389986	SRX223531	SRR663753	146394126	TRUE	FALSE	139119306	brain	NA	152	NA	SRP012682_brain
SRP012682	SRS408177	SRX260022	SRR808704	144073050	TRUE	FALSE	137323671	uterus	NA	152	NA	SRP012682_uterus
SRP012682	SRS389719	SRX222689	SRR660306	143247334	TRUE	FALSE	101410186	nerve	NA	152	NA	SRP012682_nerve
SRP012682	SRS408555	SRX261111	SRR816015	141343540	TRUE	FALSE	135112981	muscle	NA	152	NA	SRP012682_muscle
SRP012682	SRS636336	SRX595341	SRR1389909	138368724	TRUE	FALSE	136727603	ovary	NA	152	NA	SRP012682_ovary
SRP012682	SRS408389	SRX260681	SRR812970	136839492	TRUE	FALSE	130572792	blood	NA	152	NA	SRP012682_blood
SRP012682	SRS649550	SRX636310	SRR1485892	136266924	TRUE	FALSE	134487604	brain	NA	152	NA	SRP012682_brain
SRP012682	SRS634794	SRX591137	SRR1380716	134461104	TRUE	FALSE	128765386	muscle	NA	152	NA	SRP012682_muscle
SRP012682	SRS645842	SRX623209	SRR1455060	133025718	TRUE	FALSE	130268202	brain	NA	152	NA	SRP012682_brain
SRP012682	SRS650128	SRX640577	SRR1499584	132967882	TRUE	FALSE	128093054	uterus	NA	152	NA	SRP012682_uterus
SRP012682	SRS524387	SRX406932	SRR1073217	131797300	TRUE	FALSE	128481338	colon	NA	152	NA	SRP012682_colon
SRP012682	SRS389769	SRX222849	SRR665551	131546840	TRUE	FALSE	109481943	adipose_tissue	NA	152	NA	SRP012682_adipose_tissue
SRP012682	SRS390015	SRX223613	SRR664854	129820118	TRUE	FALSE	117675809	brain	NA	152	NA	SRP012682_brain
SRP012682	SRS408633	SRX261294	SRR817070	129809936	TRUE	FALSE	124080728	lung	NA	152	NA	SRP012682_lung
SRP012682	SRS389132	SRX221621	SRR656107	127383418	TRUE	FALSE	71597602	skin	NA	152	NA	SRP012682_skin
SRP012682	SRS408342	SRX260474	SRR811697	126060740	TRUE	FALSE	121761519	adipose_tissue	NA	152	NA	SRP012682_adipose_tissue
SRP012682	SRS408298	SRX260332	SRR810713	125556672	TRUE	FALSE	121069368	adrenal_gland	NA	152	NA	SRP012682_adrenal_gland
SRP012682	SRS627742	SRX571244	SRR1337909	125316428	TRUE	FALSE	123845318	brain	NA	152	NA	SRP012682_brain
SRP012682	SRS637677	SRX598645	SRR1397094	124480118	TRUE	FALSE	122731882	brain	NA	152	NA	SRP012682_brain
SRP012682	SRS408661	SRX261379	SRR817686	122843922	TRUE	FALSE	117085713	brain	NA	152	NA	SRP012682_brain
SRP012682	SRS408744	SRX261562	SRR818821	122288616	TRUE	FALSE	116890359	adipose_tissue	NA	152	NA	SRP012682_adipose_tissue
SRP012682	SRS374764	SRX203584	SRR612803	121110084	TRUE	FALSE	94602746	muscle	NA	152	NA	SRP012682_muscle
SRP012682	SRS627069	SRX568083	SRR1330792	120959256	TRUE	FALSE	119188227	thyroid	NA	152	NA	SRP012682_thyroid
SRP012682	SRS408498	SRX260978	SRR815116	120829730	TRUE	FALSE	117031300	esophagus	NA	152	NA	SRP012682_esophagus
SRP012682	SRS648313	SRX629479	SRR1468613	119736648	TRUE	FALSE	116440435	heart	NA	152	NA	SRP012682_heart
SRP012682	SRS408504	SRX260998	SRR815256	118704428	TRUE	FALSE	113400399	uterus	NA	152	NA	SRP012682_uterus
SRP012682	SRS625549	SRX563301	SRR1320785	118676618	TRUE	FALSE	116089004	blood	NA	152	NA	SRP012682_blood
SRP012682	SRS636690	SRX596439	SRR1392593	118367062	TRUE	FALSE	113877795	blood_vessel	NA	152	NA	SRP012682_blood_vessel
SRP012682	SRS638561	SRX603730	SRR1410823	118206560	TRUE	FALSE	116243481	esophagus	NA	152	NA	SRP012682_esophagus
SRP012682	SRS374815	SRX203692	SRR613282	117600388	TRUE	FALSE	99247339	muscle	NA	152	NA	SRP012682_muscle
SRP012682	SRS629897	SRX580073	SRR1359328	117211482	TRUE	FALSE	113859539	nerve	NA	152	NA	SRP012682_nerve
SRP012682	SRS650126	SRX640567	SRR1499543	117120916	TRUE	FALSE	113335169	thyroid	NA	152	NA	SRP012682_thyroid
SRP012682	SRS649602	SRX636743	SRR1486995	117120850	TRUE	FALSE	114636956	lung	NA	152	NA	SRP012682_lung
SRP012682	SRS649607	SRX636774	SRR1487107	115726448	TRUE	FALSE	114274563	brain	NA	152	NA	SRP012682_brain
SRP012682	SRS408501	SRX260988	SRR815184	115367100	TRUE	FALSE	112357883	heart	NA	152	NA	SRP012682_heart
SRP012682	SRS644552	SRX618253	SRR1443419	115222142	TRUE	FALSE	112509822	thyroid	NA	152	NA	SRP012682_thyroid
SRP012682	SRS638067	SRX601159	SRR1403934	113898492	TRUE	FALSE	111656003	esophagus	NA	152	NA	SRP012682_esophagus
SRP012682	SRS627071	SRX568098	SRR1330831	113135646	TRUE	FALSE	108131740	colon	NA	152	NA	SRP012682_colon
SRP012682	SRS524773	SRX411446	SRR1081961	107907958	TRUE	FALSE	104847337	blood_vessel	NA	147	NA	SRP012682_blood_vessel
SRP012682	SRS408391	SRX260689	SRR813043	110313660	TRUE	FALSE	94086299	lung	NA	152	NA	SRP012682_lung
SRP012682	SRS408499	SRX260983	SRR815140	110130878	TRUE	FALSE	105131771	liver	NA	152	NA	SRP012682_liver
SRP012682	SRS629391	SRX576475	SRR1349562	109869458	TRUE	FALSE	108287509	liver	NA	152	NA	SRP012682_liver
SRP012682	SRS389309	SRX221879	SRR656874	109530656	TRUE	FALSE	99513596	lung	NA	152	NA	SRP012682_lung
SRP012682	SRS408688	SRX261439	SRR818057	109374148	TRUE	FALSE	105635302	brain	NA	152	NA	SRP012682_brain
SRP012682	SRS408618	SRX261272	SRR816969	109237520	TRUE	FALSE	103784781	prostate	NA	152	NA	SRP012682_prostate
SRP012682	SRS634869	SRX591515	SRR1381693	109208494	TRUE	FALSE	106436803	heart	NA	152	NA	SRP012682_heart
SRP012682	SRS627439	SRX570156	SRR1335338	109174248	TRUE	FALSE	106737307	testis	NA	152	NA	SRP012682_testis
SRP012682	SRS389640	SRX222464	SRR659037	108795752	TRUE	FALSE	94690533	lung	NA	152	NA	SRP012682_lung
SRP012682	SRS629701	SRX578653	SRR1355396	108720164	TRUE	FALSE	105831234	muscle	NA	152	NA	SRP012682_muscle
SRP012682	SRS408138	SRX259940	SRR808220	108711060	TRUE	FALSE	103619154	skin	NA	152	NA	SRP012682_skin
SRP012682	SRS627923	SRX572721	SRR1341480	108654e3	TRUE	FALSE	106482212	adipose_tissue	NA	152	NA	SRP012682_adipose_tissue
SRP012682	SRS629569	SRX577885	SRR1353376	108600146	TRUE	FALSE	103617974	liver	NA	152	NA	SRP012682_liver
SRP012682	SRS648667	SRX632563	SRR1475930	108100352	TRUE	FALSE	105910420	blood	NA	152	NA	SRP012682_blood
SRP012682	SRS637294	SRX597601	SRR1394713	107831582	TRUE	FALSE	106256302	brain	NA	152	NA	SRP012682_brain
SRP012682	SRS389531	SRX222193	SRR657516	107738686	TRUE	FALSE	99153980	skin	NA	152	NA	SRP012682_skin
SRP012682	SRS650104	SRX640369	SRR1499040	107412170	TRUE	FALSE	104366081	liver	NA	152	NA	SRP012682_liver
SRP012682	SRS525239	SRX416037	SRR1091008	106987466	TRUE	FALSE	104739024	esophagus	NA	152	NA	SRP012682_esophagus
SRP012682	SRS645828	SRX623095	SRR1454761	106206476	TRUE	FALSE	104170719	blood_vessel	NA	152	NA	SRP012682_blood_vessel
SRP012682	SRS638373	SRX603058	SRR1409282	106148088	TRUE	FALSE	104528647	brain	NA	152	NA	SRP012682_brain
SRP012682	SRS389801	SRX222961	SRR662031	105580150	TRUE	FALSE	95858631	lung	NA	152	NA	SRP012682_lung
SRP012682	SRS408893	SRX261958	SRR821124	105311144	TRUE	FALSE	102631238	nerve	NA	152	NA	SRP012682_nerve
SRP012682	SRS638089	SRX601342	SRR1404401	105130476	TRUE	FALSE	102630565	blood	NA	152	NA	SRP012682_blood
SRP012682	SRS626190	SRX565469	SRR1325483	104111798	TRUE	FALSE	101397390	kidney	NA	152	NA	SRP012682_kidney
SRP012682	SRS634082	SRX588797	SRR1375394	103678762	TRUE	FALSE	99744434	esophagus	NA	152	NA	SRP012682_esophagus
SRP012682	SRS627432	SRX570102	SRR1335188	103167842	TRUE	FALSE	101271749	nerve	NA	152	NA	SRP012682_nerve
SRP012682	SRS408192	SRX260054	SRR808862	102921142	TRUE	FALSE	99049317	adrenal_gland	NA	152	NA	SRP012682_adrenal_gland
SRP012682	SRS634803	SRX591218	SRR1380886	102876752	TRUE	FALSE	101109242	pancreas	NA	152	NA	SRP012682_pancreas
SRP012682	SRS645773	SRX622601	SRR1453591	102593200	TRUE	FALSE	100472171	stomach	NA	152	NA	SRP012682_stomach
SRP012682	SRS374840	SRX203745	SRR615407	102587568	TRUE	FALSE	59996609	blood	NA	152	NA	SRP012682_blood
SRP012682	SRS644537	SRX618126	SRR1443092	102516402	TRUE	FALSE	100456252	kidney	NA	152	NA	SRP012682_kidney
SRP012682	SRS389520	SRX222160	SRR657372	102512152	TRUE	FALSE	90208112	thyroid	NA	152	NA	SRP012682_thyroid
SRP012682	SRS645897	SRX623688	SRR1456250	102212602	TRUE	FALSE	98620078	colon	NA	152	NA	SRP012682_colon
SRP012682	SRS524506	SRX408321	SRR1075825	101623790	TRUE	FALSE	99464282	nerve	NA	152	NA	SRP012682_nerve
SRP012682	SRS627092	SRX568325	SRR1331311	101506342	TRUE	FALSE	97030053	blood	NA	152	NA	SRP012682_blood
SRP012682	SRS624502	SRX560072	SRR1313664	100479684	TRUE	FALSE	97583746	small_intestine	NA	152	NA	SRP012682_small_intestine
SRP012682	SRS645824	SRX623051	SRR1454671	100257244	TRUE	FALSE	97065959	skin	NA	152	NA	SRP012682_skin
SRP012682	SRS644031	SRX614825	SRR1433708	98931398	TRUE	FALSE	97271746	colon	NA	152	NA	SRP012682_colon
SRP012682	SRS650102	SRX640350	SRR1498997	98828144	TRUE	FALSE	95555434	breast	NA	152	NA	SRP012682_breast
SRP012682	SRS645814	SRX622959	SRR1454460	98581262	TRUE	FALSE	96701135	ovary	NA	152	NA	SRP012682_ovary
SRP012682	SRS639283	SRX605616	SRR1415637	98346850	TRUE	FALSE	92807454	adipose_tissue	NA	152	NA	SRP012682_adipose_tissue
SRP012682	SRS389782	SRX222898	SRR661167	98119226	TRUE	FALSE	80554357	adipose_tissue	NA	152	NA	SRP012682_adipose_tissue
SRP012682	SRS524744	SRX411100	SRR1081283	98116674	TRUE	FALSE	96153156	lung	NA	152	NA	SRP012682_lung
SRP012682	SRS639319	SRX605920	SRR1416386	98111154	TRUE	FALSE	95805762	skin	NA	152	NA	SRP012682_skin
SRP012682	SRS644745	SRX619911	SRR1447523	98023252	TRUE	FALSE	95061786	blood	NA	152	NA	SRP012682_blood
SRP012682	SRS374896	SRX203868	SRR615177	97955236	TRUE	FALSE	83332739	blood	NA	152	NA	SRP012682_blood
SRP012682	SRS648760	SRX633377	SRR1477883	97883828	TRUE	FALSE	94684194	skin	NA	152	NA	SRP012682_skin
SRP012682	SRS638099	SRX601424	SRR1404623	97380480	TRUE	FALSE	94737674	ovary	NA	152	NA	SRP012682_ovary
SRP012682	SRS629302	SRX575969	SRR1348339	97139694	TRUE	FALSE	94438932	brain	NA	152	NA	SRP012682_brain
SRP012682	SRS625616	SRX563786	SRR1322010	97057098	TRUE	FALSE	95436242	brain	NA	152	NA	SRP012682_brain
SRP012682	SRS637284	SRX597522	SRR1394495	96695180	TRUE	FALSE	94468648	skin	NA	152	NA	SRP012682_skin
SRP012682	SRS644489	SRX617737	SRR1442087	96615174	TRUE	FALSE	94432585	pituitary	NA	152	NA	SRP012682_pituitary
SRP012682	SRS648280	SRX629144	SRR1467904	96421614	TRUE	FALSE	91882657	heart	NA	152	NA	SRP012682_heart
SRP012682	SRS645719	SRX622104	SRR1452399	96217488	TRUE	FALSE	94578615	esophagus	NA	152	NA	SRP012682_esophagus
SRP012682	SRS639521	SRX607615	SRR1420493	96134026	TRUE	FALSE	94300359	brain	NA	152	NA	SRP012682_brain
SRP012682	SRS648488	SRX631034	SRR1472347	96078106	TRUE	FALSE	90850913	esophagus	NA	152	NA	SRP012682_esophagus
SRP012682	SRS644516	SRX617942	SRR1442648	95958592	TRUE	FALSE	94748989	heart	NA	152	NA	SRP012682_heart
SRP012682	SRS644040	SRX614907	SRR1433902	95760486	TRUE	FALSE	93030218	colon	NA	152	NA	SRP012682_colon
SRP012682	SRS625562	SRX563418	SRR1321064	95613346	TRUE	FALSE	93837658	skin	NA	152	NA	SRP012682_skin
SRP012682	SRS389086	SRX221477	SRR655435	95386594	TRUE	FALSE	85002110	brain	NA	152	NA	SRP012682_brain
SRP012682	SRS389842	SRX223071	SRR663440	94781366	TRUE	FALSE	84390205	adipose_tissue	NA	152	NA	SRP012682_adipose_tissue
SRP012682	SRS645825	SRX623068	SRR1454695	94757604	TRUE	FALSE	91111608	esophagus	NA	152	NA	SRP012682_esophagus
SRP012682	SRS524912	SRX413062	SRR1085134	94408190	TRUE	FALSE	92349054	adipose_tissue	NA	152	NA	SRP012682_adipose_tissue
SRP012682	SRS524534	SRX408645	SRR1076441	94339418	TRUE	FALSE	92421064	breast	NA	152	NA	SRP012682_breast
SRP012682	SRS644731	SRX619768	SRR1447215	94225892	TRUE	FALSE	90658166	blood_vessel	NA	152	NA	SRP012682_blood_vessel
SRP012682	SRS524433	SRX407577	SRR1074385	94067068	TRUE	FALSE	92005941	pancreas	NA	152	NA	SRP012682_pancreas
SRP012682	SRS649562	SRX636407	SRR1486174	94014668	TRUE	FALSE	90961953	heart	NA	152	NA	SRP012682_heart
SRP012682	SRS625611	SRX563753	SRR1321921	93984214	TRUE	FALSE	92808369	nerve	NA	152	NA	SRP012682_nerve
SRP012682	SRS525298	SRX416558	SRR1092038	93922716	TRUE	FALSE	92363084	ovary	NA	152	NA	SRP012682_ovary
SRP012682	SRS645713	SRX622050	SRR1452270	93588826	TRUE	FALSE	90235390	adipose_tissue	NA	152	NA	SRP012682_adipose_tissue
SRP012682	SRS333405	SRX199592	SRR603596	93236432	TRUE	FALSE	78714133	brain	NA	152	NA	SRP012682_brain
SRP012682	SRS648908	SRX634686	SRR1481036	93050630	TRUE	FALSE	89897842	lung	NA	152	NA	SRP012682_lung
SRP012682	SRS648891	SRX634513	SRR1480675	92881568	TRUE	FALSE	90404439	testis	NA	152	NA	SRP012682_testis
SRP012682	SRS629240	SRX575518	SRR1347144	92625712	TRUE	FALSE	87694407	skin	NA	152	NA	SRP012682_skin
SRP012682	SRS389974	SRX223492	SRR662990	91961708	TRUE	FALSE	78333781	blood	NA	152	NA	SRP012682_blood
SRP012682	SRS629385	SRX576409	SRR1349433	91835392	TRUE	FALSE	88226730	heart	NA	152	NA	SRP012682_heart
SRP012682	SRS644538	SRX618132	SRR1443113	91287714	TRUE	FALSE	89819671	skin	NA	152	NA	SRP012682_skin
SRP012682	SRS627423	SRX570010	SRR1334982	91270670	TRUE	FALSE	86178030	esophagus	NA	152	NA	SRP012682_esophagus
SRP012682	SRS524278	SRX405674	SRR1070713	91035192	TRUE	FALSE	88395430	adipose_tissue	NA	152	NA	SRP012682_adipose_tissue
SRP012682	SRS638130	SRX601646	SRR1405266	90620896	TRUE	FALSE	85963573	NA	NA	152	NA	SRP012682_NA
SRP012682	SRS643964	SRX614258	SRR1432275	90532296	TRUE	FALSE	87880751	brain	NA	152	NA	SRP012682_brain
SRP012682	SRS648201	SRX628453	SRR1466198	90518402	TRUE	FALSE	88290680	nerve	NA	152	NA	SRP012682_nerve
SRP012682	SRS639468	SRX607160	SRR1419342	90464038	TRUE	FALSE	88465022	skin	NA	152	NA	SRP012682_skin
SRP012682	SRS633872	SRX588447	SRR1374739	90451094	TRUE	FALSE	88705407	pancreas	NA	152	NA	SRP012682_pancreas
SRP012682	SRS627144	SRX568811	SRR1332424	90417284	TRUE	FALSE	88794795	adipose_tissue	NA	152	NA	SRP012682_adipose_tissue
SRP012682	SRS625582	SRX563501	SRR1321283	90353688	TRUE	FALSE	88169260	heart	NA	152	NA	SRP012682_heart
SRP012682	SRS389591	SRX222322	SRR658633	90288946	TRUE	FALSE	84656268	blood	NA	152	NA	SRP012682_blood
